Title,Image_URL,Year,Time,Audience_Type,Rating,Vote_Count,Metacritic_Score,Content,Director,Stars,Movie_Link,Box_Office_Worldwide,studio,Cast
Puss in Boots,"https://m.media-amazon.com/images/M/MV5BMWZiZTc0NTktNzNmZC00M2M3LTkwMDMtZGU3Mzg4NWI0ZjdjXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX140_CR0,1,140,207_.jpg",2011,1h 30m,U,6.6,(195K),60,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",Vicky Jenson,Rob LaDuca,https://www.imdb.com/title/tt0448694/?ref_=ls_t_24,"$554,987,477",dreamworks,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell, Rich Dietl, Ryan Crego, Tom Wheeler, Conrad Vernon, Tom McGrath, Bob Joles, Latifa Ouaou, Bob Persichetti, Chris Miller, Jessica Schulte"
Madagascar 3: Europe's Most Wanted,"https://m.media-amazon.com/images/M/MV5BZjEzYTZjMmYtZGRjMy00ZGNjLThkMzAtY2Y4Y2E5YWYxNWU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2012,1h 35m,PG,6.8,(201K),58,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.",Rob Letterman,Robert C. Ramirez,https://www.imdb.com/title/tt1277953/?ref_=ls_t_25,"$746,921,274",dreamworks,"Ben Stiller, Jada Pinkett Smith, Chris Rock, David Schwimmer, Sacha Baron Cohen, Cedric The Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short, Chris Miller, Christopher Knights, Conrad Vernon, Vinnie Jones, Steve Jones, Nick Fletcher"
Rise of the Guardians,"https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_QL75_UX140_CR0,5,140,207_.jpg",2012,1h 37m,PG,7.2,(195K),55,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.",Eric Darnell,Ben Affleck,https://www.imdb.com/title/tt1446192/?ref_=ls_t_26,"$306,941,670",dreamworks,"Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine, Jude Law, Dakota Goyo, Khamani Griffin, Kamil McFadden, Georgie Grieve, Emily Nordwind, Jacob Bertrand, Olivia Mattingly, Dominique Grund, Ryan Crego, April Lawrence, Peter Ramsey, Isabella Blake-Thomas, Stuart Allan"
The Croods,"https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2013,1h 38m,U,7.1,(235K),58,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",Tom McGrath,Mark Hamill,https://www.imdb.com/title/tt0481499/?ref_=ls_t_27,"$587,266,745",dreamworks,"Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener, Cloris Leachman, Clark Duke, Chris Sanders, Randy Thom"
Turbo,"https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_QL75_UX140_CR0,0,140,207_.jpg",2013,1h 36m,U,6.4,(113K),59,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,Steve Box,Richard Herd,https://www.imdb.com/title/tt1860353/?ref_=ls_t_28,"$282,570,682",dreamworks,"Ryan Reynolds, Paul Giamatti, Maya Rudolph, Samuel L. Jackson, Michael Peña, Luis Guzmán, Bill Hader, Snoop Dogg, Ben Schwartz, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Mario Andretti, Mike Bell, Aidan Andrews, Aaron Berger, Jen Cohn, Ryan Crego"
Mr. Peabody & Sherman,"https://m.media-amazon.com/images/M/MV5BMTc2NzUzOTMwM15BMl5BanBnXkFtZTcwNzcxNzI5OQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2014,1h 32m,U,6.8,(79K),77,"Sherman, a young boy, misuses a time machine made by his scientist father Mr. Peabody and causes the world history to go haywire. It is now up to Mr. Peabody to rescue his son and the world.",Nick Park,Andrew Adamson,https://www.imdb.com/title/tt0864835/?ref_=ls_t_29,"$275,698,039",dreamworks,"Ty Burrell, Max Charles, Stephen Colbert, Leslie Mann, Lauri Fraser, Guillaume Aretos, Pat Musick, Ariel Winter, Karan Brar, Joshua Rush, Stephen Tobolowsky, Allison Janney, Dennis Haysbert, Zach Callison, Steve Valentine, Leila Birch, Stanley Tucci, Lake Bell"
How to Train Your Dragon 2,"https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2014,1h 42m,PG,7.8,(368K),53,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Tim Johnson,Vicky Jenson,https://www.imdb.com/title/tt1646971/?ref_=ls_t_30,"$621,537,519",dreamworks,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington, Kieron Elliott, Philip McGrade, Andrew Ableson, Gideon Emery, Simon Kassianides, Randy Thom, Julian Stone"
Penguins of Madagascar,"https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_QL75_UX140_CR0,0,140,207_.jpg",2014,1h 32m,U,6.6,(104K),55,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",Karey Kirkpatrick,Mike Myers,https://www.imdb.com/title/tt1911658/?ref_=ls_t_31,"$373,515,621",dreamworks,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich, Benedict Cumberbatch, Ken Jeong, Annet Mahendru, Peter Stormare, Andy Richter, Danny Jacobs, Sean Charmatz, Werner Herzog, Stephen Kearin, Kelly Cooney Cilella, Susan Fitzer, Chris Sanders, Emily Nordwind"
Home,"https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2015,1h 34m,U,6.5,(113K),66,"Oh, a lovable misfit alien, runs away from his planet and takes shelter on Earth, where he befriends Tip, an adventurous young girl who is on a quest to find her displaced mother Lucy.",David Bowers,Eddie Murphy,https://www.imdb.com/title/tt2224026/?ref_=ls_t_32,"$386,041,607",dreamworks,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence, Stephen Kearin, Lisa Stewart, April Winchell, Nigel W. Tierney"
Kung Fu Panda 3,"https://m.media-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2016,1h 35m,PG,7.1,(194K),55,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",Sam Fell,Cameron Diaz,https://www.imdb.com/title/tt2267968/?ref_=ls_t_33,"$521,170,825",dreamworks,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Kate Hudson, James Hong, Randall Duk Kim, Steele Gagnon, Liam Knight, Wayne Knight, Barbara Dirickson, Al Roker, Willie Geist"
Trolls,"https://m.media-amazon.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2016,1h 32m,U,6.4,(93K),50,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",Chris Miller,Kelly Asbury,https://www.imdb.com/title/tt1679335/?ref_=ls_t_34,"$347,337,803",dreamworks,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, Christine Baranski, Russell Brand, Gwen Stefani, John Cleese, James Corden, Jeffrey Tambor, Ron Funches, Aino Jawo, Caroline Hjelt, Kunal Nayyar, Quvenzhané Wallis, Walt Dohrn, Rhys Darby, Ricky Dillon"
The Boss Baby,"https://m.media-amazon.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_QL75_UY207_CR1,0,140,207_.jpg",2017,1h 37m,U,6.3,(144K),69,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",Raman Hui,Lorna Cook,https://www.imdb.com/title/tt3874544/?ref_=ls_t_35,"$527,965,936",dreamworks,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow, Tobey Maguire, Miles Bakshi, James McGrath, Conrad Vernon, ViviAnn Yee, Eric Bell Jr., David Soren, Edie Mirman, James Ryan, Walt Dohrn, Jules Winter, Nina Zoe Bakshi, Tom McGrath, Brian Hopkins"
Captain Underpants: The First Epic Movie,"https://m.media-amazon.com/images/M/MV5BMmQwMzdiOGMtNGZiYS00YjgyLWJlMjItYzQ3Nzc2OGIwYjQwXkEyXkFqcGdeQXVyMzQ1MTM3NjY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2017,1h 29m,U,6.2,(33K),71,"Two overly-imaginative pranksters hypnotize their grumpy principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted, underwear-themed superhero.",Simon J. Smith,Matt Damon,https://www.imdb.com/title/tt2091256/?ref_=ls_t_36,"$125,427,681",dreamworks,"Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll, Jordan Peele, Kristen Schaal, DeeDee Rescher, Brian Posehn, David Soren, Mel Rodriguez, Susan Fitzer, Lynnanne Zager, Tiffany Lauren Bennicke, James Ryan, Leslie David Baker, Sugar Lyn Beard, Lesley Nicol, Chris Miller"
How to Train Your Dragon: The Hidden World,"https://m.media-amazon.com/images/M/MV5BMjIwMDIwNjAyOF5BMl5BanBnXkFtZTgwNDE1MDc2NTM@._V1_QL75_UX140_CR0,7,140,207_.jpg",2019,1h 44m,PG,7.4,(154K),51,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",Steve Hickner,James Cromwell,https://www.imdb.com/title/tt2386490/?ref_=ls_t_37,"$524,581,026",dreamworks,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett, Gerard Butler, Craig Ferguson, Jonah Hill, Christopher Mintz-Plasse, Kristen Wiig, Kit Harington, Justin Rupple, Robin Atkin Downes, Kieron Elliott, Julia Emelin, Gideon Emery, Ashley Jensen, AJ Kane, Ólafur Darri Ólafsson"
Trolls World Tour,"https://m.media-amazon.com/images/M/MV5BYzFlMzYwMWMtOWY1My00ZDQxLWJlZTUtNzQ2NTFhNjFkZDBiXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX140_CR0,0,140,207_.jpg",2020,1h 31m,U,6.1,(30K),56,"When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls.",Mark Osborne,Daniel Studi,https://www.imdb.com/title/tt6587640/?ref_=ls_t_38,"$49,276,818",dreamworks,"Anna Kendrick, Justin Timberlake, Rachel Bloom, James Corden, Ron Funches, Kelly Clarkson, Anderson .Paak, Sam Rockwell, George Clinton, Mary J. Blige, Kenan Thompson, Kunal Nayyar, Caroline Hjelt, Aino Jawo, J Balvin, Flula Borg, Ester Dean, Jamie Dornan"
The Croods: A New Age,"https://m.media-amazon.com/images/M/MV5BNTg4MGM3MTItMTlkNi00Mzk5LWE1Y2UtYzM5MWY3NTExYTg3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX140_CR0,7,140,207_.jpg",2020,1h 35m,U,6.9,(54K),39,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",John Stevenson,Patrick Gilmore,https://www.imdb.com/title/tt2850386/?ref_=ls_t_39,"$215,905,815",dreamworks,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke, Leslie Mann, Peter Dinklage, Kelly Marie Tran, Kailey Crawford, Chris Sanders, James Ryan, Gabriel Jack, Melissa Disney, Joel Crawford, Januel Mercado, Ryan Naylor, Artemis Pebdani"
The Boss Baby 2: Family Business,"https://m.media-amazon.com/images/M/MV5BYWY1N2I5MGUtZTBmNS00MWZmLWEyNzAtZjliNzk0ZDVkYzI1XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,7,140,207_.jpg",2021,1h 47m,PG,5.9,(23K),73,"The Templeton brothers have become adults and drifted away from each other, but a new boss baby with a cutting-edge approach is about to bring them together again - and inspire a new family business.",Eric Darnell,Tim Johnson,https://www.imdb.com/title/tt6932874/?ref_=ls_t_40,"$146,745,280",dreamworks,"Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt, Jeff Goldblum, Eva Longoria, James McGrath, Jimmy Kimmel, Lisa Kudrow, Raphael Alejandro, Serenity Reign Brown, David Soren, Nicholas Gist, James Ryan, David P. Smith, Nova Reed, Molly K. Gray, Ashlyn Lundahl"
